@relation train

@attribute SeriousDlqin2yrs {NO,YES}
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute DebtRatio numeric
@attribute MonthlyIncome numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberOfDependents numeric

@data
NO,0.001087,26,0,0.00025,4000,9,0,0,0,0
NO,0.757024,45,0,0.137431,2000,4,0,0,0,0
NO,0.02511,76,0,0.214514,6875,22,0,4,0,0
NO,0.81866,58,0,1.042791,5000,11,0,2,0,0
NO,0.182027,64,0,0.210902,4200,19,0,0,0,0
NO,0.590509,56,0,0.34696,4916,9,0,1,0,1
NO,0.001764,63,0,0.073208,6583,23,0,0,0,0
NO,0,75,0,1,?,3,0,0,0,0
YES,1,26,0,1.181699,764,3,2,0,0,0
NO,1,30,0,0,2400,0,1,0,0,0
NO,0.231371,46,1,0.187631,11916,12,0,1,0,3
YES,0.556851,53,1,0.61519,9900,14,0,3,0,0
NO,0.139975,45,0,0.261937,1465,5,0,0,0,0
NO,0.050037,57,0,0.225162,1700,6,0,0,0,0
NO,0.108681,55,0,0.155987,6288,7,0,1,0,0
NO,1,47,2,0.220395,4500,4,0,0,0,0
NO,0.509142,39,0,3200,?,20,0,2,0,4
NO,1,42,0,0,900,1,0,0,0,2
NO,0.064724,58,0,3058,?,6,0,2,0,?
NO,0.911457,54,0,0.800274,7299,8,0,2,0,1
NO,0.204069,59,0,0.695373,2333,16,0,2,0,0
NO,0.465788,57,0,0.680229,9412,9,0,2,1,0
NO,0.320115,49,0,0.503535,6364,6,0,1,0,3
NO,0.393885,61,1,0.476482,6696,9,0,2,0,0
NO,0.163371,39,1,0.507319,4166,17,0,1,0,2
NO,0.008845,58,0,0.192465,8333,7,0,1,0,0
NO,0.896785,38,0,0.207821,10075,4,0,2,0,2
NO,0.005042,49,0,0.275862,8467,13,0,2,0,3
NO,0.083959,47,0,0.355956,8000,12,0,1,0,1
NO,0.503197,57,0,0.34831,11773,11,0,1,0,0
NO,0.001685,56,0,0.466158,8125,11,0,2,0,0
NO,0.07505,49,0,1715,?,7,0,2,0,0
NO,0.113614,38,0,0.263147,5000,12,0,1,0,3
NO,0.752642,48,0,0.374169,6766,5,0,2,0,0
NO,0.95519,39,0,0.775717,3450,8,0,1,0,5
NO,0.033249,42,0,2318,?,8,0,1,0,0
NO,0.017457,57,0,0.215182,9800,14,0,2,0,0
NO,0.685364,34,1,0.186146,3738,5,0,0,0,2
NO,0.568118,59,0,0.253159,11000,18,0,2,0,1
NO,1,51,0,0.081263,3260,1,0,0,0,1
YES,0.312163,35,1,1.533713,2105,11,0,1,0,2
NO,0.00738,54,0,3301,?,16,0,2,0,0
NO,0,27,0,0.016663,4200,5,0,0,1,0
NO,0.175914,47,1,0.016325,3613,4,0,0,0,3
NO,0.056931,44,0,0.647843,10500,19,0,4,0,2
NO,0.001846,48,0,0.289422,2542,7,0,1,0,0
NO,0.49396,44,0,0.556186,6700,13,0,3,0,0
NO,1,27,0,0.101324,3700,4,0,0,0,0
NO,0.490392,29,4,0.292019,3307,9,0,0,0,2
NO,0.771352,55,3,0.250132,5664,10,0,1,0,0
NO,0.486009,45,0,4022,?,9,0,2,0,0
NO,0.249873,38,0,5380,?,7,0,2,0,0
NO,0.393001,29,0,0.136138,3422,4,0,0,0,1
NO,0.016429,49,0,0.371841,7833,14,0,1,0,1
YES,0.937824,38,0,0.303701,5916,10,0,2,0,0
NO,0.199848,47,1,0.425824,5250,11,0,1,0,1
NO,0.188099,33,0,0.282995,6250,12,0,0,0,6
NO,0,43,0,5.051948,307,5,0,1,0,3
NO,0.064902,36,0,0.007998,5000,7,0,0,0,0
NO,0.082414,60,0,0.408582,14750,8,0,2,0,5
NO,0.445564,47,0,0.103465,8166,16,0,0,0,0
NO,0.070096,65,0,0.15342,3610,3,0,1,0,0
NO,0.825436,36,0,0.101152,6425,2,1,0,0,0
NO,0.105945,37,0,0.113689,8276,8,0,1,0,0
NO,0.280346,62,0,0.572462,25440,26,0,12,0,5
NO,0.965888,52,5,0.792303,7664,15,0,1,0,0
NO,1,66,0,193,?,2,0,1,0,1
YES,0.011421,35,0,0.947804,8333,12,0,5,0,3
NO,0.189335,48,0,0.35939,10425,16,0,2,0,3
NO,0.01209,87,0,0.004166,3600,4,0,0,0,0
NO,0.019533,79,0,0.372073,3501,14,0,1,0,0
NO,0.022664,68,0,0.016793,2500,7,0,0,0,0
NO,0.969908,59,0,0.473718,21953,15,0,2,0,1
NO,0,43,0,0.037403,9410,3,0,0,0,0
NO,0.157911,66,0,0.050305,12125,13,0,0,0,2
NO,0.365495,45,1,0.826391,3000,13,0,1,0,0
NO,0.409921,54,0,0.137651,4060,9,0,0,0,0
NO,0,74,0,0.360098,6500,4,0,2,0,0
NO,0.51495,42,0,0.2495,2500,5,0,0,0,0
NO,0.608372,69,0,0.331842,2458,4,0,0,0,0
NO,0.025682,62,0,0.309206,9200,14,0,2,0,0
NO,0.086922,45,0,0.012148,16133,3,0,0,0,3
NO,0.010422,88,0,0.001803,3327,3,0,0,0,0
NO,0.395962,40,0,0.038552,8066,4,0,0,0,4
NO,0.51884,63,0,0.496316,6920,11,0,1,0,0
NO,0.010433,57,0,0.549038,12000,16,0,6,0,2
NO,0.226907,63,0,3033,?,12,0,1,0,0
NO,0.051402,69,0,0.644542,2500,17,0,1,0,0
YES,0.957968,52,2,0.37933,14145,20,1,2,0,3
NO,0.078278,55,0,0.490663,5461,10,0,1,0,0
NO,1,28,0,0,3500,0,2,0,0,1
NO,0.120936,66,0,0.127686,5583,7,0,0,0,1
NO,0,81,0,0,?,4,0,0,0,0
NO,0.80096,38,0,4025,?,14,0,1,0,2
NO,0.24578,35,1,374,0,11,0,0,0,2
NO,0.285491,50,0,0.457207,6250,9,0,2,0,1
NO,0.188462,74,0,0.781284,6400,23,0,9,0,1
NO,0.049765,62,0,0.81175,3250,13,0,2,0,0
NO,0.047781,50,0,0.61168,2636,8,0,1,0,1
NO,0.488844,45,0,0.523654,5833,6,0,1,0,0
NO,0.230709,35,1,0.207564,4600,5,0,0,0,4
NO,0.619939,57,0,0.230961,18448,10,0,2,0,1
NO,0.773768,52,0,1.290244,6559,15,0,2,0,0
NO,0.750118,48,0,0.085383,5000,4,0,0,0,0
NO,0,48,0,0.225303,7500,14,0,2,0,1
YES,0.963229,37,2,1812,?,8,2,1,1,0
NO,0.094996,58,0,0.357772,4200,3,0,1,0,0
YES,0.965802,46,0,0.179041,20000,11,0,1,2,2
NO,0.065464,80,0,0.006854,8461,1,0,0,0,0
NO,0.464917,29,0,0.045267,1700,4,0,0,0,0
NO,0.292422,63,0,3678,?,19,0,2,0,0
NO,0.270486,23,0,0.014616,820,1,0,0,0,0
NO,0.024037,59,0,0.004284,3500,4,0,0,0,1
NO,0.045217,62,0,1247,0,12,0,2,0,2
NO,0.117288,54,0,0.204606,5600,4,0,1,0,2
NO,0.166569,40,0,0.363175,4333,5,0,1,0,2
NO,0,76,0,0,2000,3,0,0,0,0
NO,0,77,0,0,2879,4,0,0,0,0
NO,0,42,0,0.47647,7500,7,0,2,0,0
NO,0.106539,74,0,0.245902,1341,7,0,0,0,0
NO,0.22503,63,1,0.087791,11458,7,0,1,0,1
NO,0.054215,45,0,3107,?,6,0,1,0,0
YES,1,33,1,2.033442,1225,5,0,1,0,0
NO,1,45,0,6768,?,6,0,2,0,0
NO,0.340832,48,0,0.690796,2085,31,0,0,0,1
NO,0.127071,40,0,0.110608,6400,9,0,0,0,1
NO,0.009056,65,0,0.268747,5800,17,0,1,0,0
NO,0.987013,41,1,0.076962,2000,3,0,0,0,0
NO,0.13034,77,0,0.210344,5200,19,0,2,0,1
NO,0.033333,50,0,0.261777,11398,9,0,2,0,3
NO,0.119053,60,0,1769,?,11,0,1,0,0
NO,0.195277,24,0,6,?,5,0,0,0,?
NO,0.141917,75,0,1009,0,11,0,1,0,0
NO,0.098545,69,0,59,?,3,0,0,0,?
NO,0.019931,63,0,6174,?,8,0,2,0,?
NO,0.110468,52,0,150,?,6,0,0,0,0
NO,0.293983,40,0,1.696869,3895,8,0,2,0,3
NO,0.167741,39,0,0.364212,3000,3,0,1,0,1
NO,0.007011,51,0,3404,1,8,0,1,0,3
NO,0.875202,50,1,1.278739,3583,17,0,3,0,0
NO,0.088311,28,0,0.290302,1556,6,0,0,0,0
NO,1,22,0,0,1000,1,0,0,0,0
NO,0.198378,62,0,1189,0,3,0,1,0,0
NO,0.46385,53,0,0.154145,9795,27,0,0,0,0
NO,0.018523,65,0,0.022954,1001,5,0,0,0,0
NO,0.011932,93,0,0.003749,4000,3,0,0,0,0
NO,0.658907,60,3,0.650276,8500,20,0,1,0,0
NO,0.561688,34,0,0.744455,6041,8,0,2,0,2
NO,0.239388,47,0,8060,?,13,0,2,0,0
NO,0.778316,34,0,975,?,5,0,0,0,2
NO,0.241501,52,0,0.45437,10891,12,0,3,0,2
NO,0.343242,32,0,0.426524,3000,6,0,1,0,0
NO,0,44,0,0.149664,6400,5,0,1,0,2
NO,0.040326,37,0,3912,?,8,0,1,0,0
YES,1,65,1,702,?,3,1,0,0,0
NO,0.046122,56,1,38,?,5,0,0,0,0
NO,0.144286,37,0,0.101561,5700,5,0,0,0,3
NO,0.141494,74,0,2790,?,7,0,1,0,0
NO,0.141603,53,0,0.305491,4333,7,0,1,0,2
NO,0.859713,49,0,0.327692,4076,13,0,0,0,0
NO,0,36,0,0.787587,5187,7,0,2,0,0
NO,0.051642,70,0,0.419931,4926,10,0,1,0,0
NO,0.006491,61,0,0.00457,3500,8,0,0,0,0
NO,0.072842,60,0,3201,?,9,0,2,0,0
NO,0.342747,65,0,1.958271,4001,14,0,6,0,0
NO,1,45,0,0.239152,5000,5,0,1,0,0
NO,0,29,0,0.077292,10000,6,0,1,0,0
NO,0.009971,74,0,0.306135,6519,15,0,1,0,0
NO,0.001616,61,0,0.185921,15000,6,0,2,0,0
NO,0.17954,41,0,0.380357,5833,9,0,1,0,3
YES,1.190101,34,0,0.424708,5139,4,5,1,0,3
YES,0.01761,57,1,0.381338,4200,23,0,1,1,1
NO,0.428599,40,0,0.667417,2666,9,0,1,0,0
NO,0.479484,58,0,0.317719,6083,9,0,2,0,0
NO,0.812204,65,0,0.741834,16500,16,0,3,0,3
NO,0.092116,51,0,0.02001,6246,7,0,0,0,3
NO,0.157169,64,0,0.251937,19750,9,0,1,0,1
NO,0.085135,51,0,0.671202,3600,13,0,2,0,3
NO,0.176508,43,0,0.446425,5384,13,0,2,0,0
NO,0.60199,24,0,0.003654,820,2,0,0,0,0
NO,0.001719,53,0,0.312033,10437,8,0,2,0,4
NO,0.179129,58,0,0.204627,3068,4,0,0,0,1
NO,0.484586,55,0,0.320963,12583,11,0,2,0,5
NO,0.117294,61,0,0.074579,3150,6,0,0,0,0
NO,0.037057,69,0,1638,?,10,0,3,0,0
NO,0.010743,57,0,0.228429,4206,6,0,1,0,0
NO,0,43,1,0.34997,8374,7,0,2,1,4
NO,0.784431,61,0,0.005541,3067,1,0,0,0,0
YES,1,25,0,0.029357,1600,1,2,0,0,1
NO,1,74,0,0.389038,2608,7,0,1,0,0
NO,0.504518,45,0,0.127678,3500,2,0,0,0,2
YES,1.157753,32,0,0.796514,7916,4,5,1,1,1
NO,0.322585,46,1,0.323842,2633,12,0,1,0,2
NO,0,70,0,25,?,2,0,0,0,0
NO,0.387769,59,0,0.43705,9300,17,0,1,1,1
NO,0.063839,77,0,0.438512,5000,13,0,2,0,0
NO,0.011647,28,1,0,?,1,0,0,0,0
NO,0,60,0,1821,?,8,0,1,0,?
NO,0.253596,74,0,0.458371,7770,17,0,1,0,0
NO,0.162485,51,0,0.356338,3636,8,0,1,0,0
NO,0,50,0,0.377849,11583,5,0,2,0,2
NO,0.166907,44,0,5446,?,13,0,4,0,0
NO,0.109374,40,0,0.066102,9333,7,0,1,0,1
NO,1,53,1,0.111778,5000,1,0,0,0,0
NO,0.03399,53,0,0.270249,11666,14,0,2,0,3
NO,0.276593,62,0,0.121836,19000,8,0,1,0,0
NO,1.195609,36,0,0.712022,2145,4,0,1,0,4
NO,0.6619,64,1,0.277612,10366,11,1,1,0,0
NO,0.651647,59,0,5520,?,8,0,2,0,0
NO,0,35,0,0.32595,6500,7,0,1,0,2
NO,1,72,0,0.341073,9000,8,0,2,0,0
NO,0.038439,63,0,0.309567,5539,12,0,1,0,0
NO,0.019867,77,0,0.141882,2050,7,0,0,0,0
NO,0.089636,63,0,0.12757,12400,6,0,1,0,1
NO,0.133039,49,0,0.370522,7564,9,0,1,0,1
NO,0.216141,39,0,0.25791,7300,9,0,2,0,0
NO,0.164341,40,0,2291,?,8,0,2,0,1
NO,0.135757,64,0,0.091323,15800,8,0,1,0,0
YES,1,32,1,0.446167,7225,6,0,0,0,1
NO,0.014906,53,0,0.209916,2500,3,0,2,0,0
NO,0.845077,39,2,0.235523,7200,3,0,1,0,0
NO,0.632083,66,0,2743,?,11,0,2,0,0
NO,0.370275,38,0,0.909273,4000,8,0,2,0,3
NO,0.952174,67,0,0.336353,11921,7,0,0,0,0
NO,0.045179,51,0,0.005032,5166,2,0,0,0,0
NO,0.02353,41,0,1.306695,925,5,0,2,0,2
NO,0.015692,63,0,0.507324,750,6,0,0,0,0
NO,0.677084,50,0,0.681327,2500,7,0,0,0,0
NO,0.036813,60,0,0.257092,14593,9,0,1,0,3
NO,0.356106,44,0,0.37338,6250,6,1,2,1,2
NO,0.087573,63,4,2680,?,11,0,1,0,0
NO,0.520247,64,0,0.43831,7950,14,0,2,0,0
NO,1,24,0,0.008526,820,1,1,0,0,0
NO,0.236588,24,0,0.025579,820,3,0,0,0,0
NO,0.578095,47,0,0.181983,11000,8,0,1,0,1
NO,0.003543,65,0,0.456923,8333,9,0,3,0,0
NO,0.098477,65,0,2.356784,397,9,0,2,0,0
NO,0.242299,54,0,3480,?,12,0,2,0,0
NO,0.279426,52,0,0.5526,5750,10,0,3,0,0
NO,0.667617,53,0,1.250722,11430,18,0,1,0,0
NO,0.186403,51,1,0.341575,7400,5,0,1,0,1
NO,0.49403,56,0,0.175314,14185,9,0,1,0,1
NO,0.00572,59,0,1622,?,15,0,1,0,4
NO,0.548598,63,3,0.221471,25000,8,0,0,0,1
NO,0.244218,55,0,0.257981,8833,6,0,2,0,1
NO,1,81,0,0,?,3,0,0,0,?
NO,0.0028,69,0,2.5,1,6,0,0,0,0
NO,0.015485,63,0,97,?,11,0,0,0,0
NO,0.417153,40,0,0.242195,4900,7,0,0,0,1
YES,0,57,1,0.279114,3700,8,0,1,0,0
NO,0.022462,58,0,0.198769,9583,10,0,2,0,0
NO,0.327226,58,0,0.163825,7800,11,0,2,0,1
NO,0.031679,58,0,0.148909,11825,17,0,1,0,2
NO,0,55,0,0,?,4,0,0,0,0
NO,0.977593,47,0,0.396773,7250,6,0,1,0,2
NO,0.099838,42,0,0.169799,83333,7,0,1,0,2
NO,0.694842,51,0,0.474747,4850,10,0,1,0,2
NO,0.082764,56,0,0.282786,6000,17,0,1,0,0
NO,0.303352,50,0,0.394122,4320,9,0,1,0,2
NO,0.042653,43,0,0.363688,7016,7,0,2,0,2
NO,0.002456,86,0,0,?,2,0,0,0,0
NO,0,37,0,0.528831,5670,22,0,2,0,2
NO,0.044097,69,0,0.535122,3800,10,0,1,0,0
NO,0.089112,47,0,1330,?,5,0,2,0,2
NO,0.042866,59,1,0.06954,4500,9,0,0,0,0
NO,0.16423,36,0,0.744809,1829,9,0,0,0,0
NO,0.4618,52,0,0.139525,4500,11,0,0,0,0
NO,0.145344,36,0,0.328071,6333,6,0,1,0,0
NO,0.887938,61,0,0.618487,7561,20,0,3,0,2
NO,0.006064,68,0,0.502792,7700,9,0,3,0,1
NO,0.241935,28,0,0.024351,5625,5,0,0,0,0
NO,0.722829,54,2,0.20414,13333,13,0,1,0,0
NO,0.003308,46,1,0.189394,3035,13,0,1,0,5
NO,0.006247,58,0,0.537357,5500,31,0,1,0,1
NO,0.99594,73,1,0.516172,3771,7,0,2,0,0
NO,0.30478,33,0,0.535116,4000,8,0,2,0,1
NO,0,65,0,1356,?,6,0,1,0,0
NO,1.068966,33,0,1.508306,300,3,0,0,0,0
NO,0.169138,35,0,0.52379,2500,6,0,1,0,0
YES,0.320458,45,0,0.29438,15000,27,0,3,0,3
NO,1,25,0,0,850,1,0,0,0,0
NO,0.059547,61,0,0.370277,7966,16,0,2,0,0
NO,0.955218,37,0,0.323456,2800,8,0,0,0,0
NO,0.048499,74,0,0.007732,7500,2,0,0,0,0
NO,0.388917,55,0,0.456818,8000,10,0,2,0,0
NO,0.779292,38,0,0.24393,3500,3,0,0,3,2
NO,0,52,0,0.170641,20000,9,0,2,0,3
NO,0.041877,89,0,14,?,3,0,0,0,?
NO,0,46,0,3738,?,6,0,1,0,0
NO,0.406293,49,0,0.372587,7200,13,0,2,0,0
NO,0.369348,41,0,586,?,4,0,1,0,0
NO,0.281985,61,1,0.21036,13300,17,0,0,0,1
NO,0.076622,38,0,0.089413,24000,14,0,2,0,1
NO,1,27,0,0,1,1,0,0,0,0
NO,0.191061,54,0,0.64657,3250,11,0,2,0,0
NO,0.086996,78,0,1319,?,13,0,2,0,0
NO,1.007098,25,2,0.184408,2000,6,0,0,1,0
NO,0.287006,63,0,0.321251,20083,24,0,2,0,1
NO,1,44,0,0,12900,1,0,0,0,0
NO,0.127144,42,0,0.520126,3800,4,0,1,0,0
NO,0.042944,73,0,0.013397,5000,7,0,0,0,0
NO,0.562935,31,2,0.437759,5550,7,0,1,0,0
NO,0.028518,59,0,0.049799,18875,11,0,1,0,0
NO,0.222591,39,0,0.055589,5000,1,3,0,0,0
NO,0.193748,70,0,0.121137,7214,7,0,1,0,0
NO,0.619009,37,0,0.49519,5197,11,0,1,0,0
NO,0.196476,64,0,1500,?,9,0,1,0,2
NO,0.033441,52,0,3721,?,8,0,2,0,2
NO,0.261391,48,1,0.386723,5000,13,0,1,0,0
NO,0.18523,55,0,0.409168,5300,17,0,1,0,3
NO,0.491959,45,0,0.653061,5732,13,0,1,0,1
NO,0.021421,75,0,0.169165,5136,11,0,1,0,0
NO,0.518587,49,0,0.273623,14000,9,0,2,0,5
NO,0.055332,47,1,2.010618,1600,11,0,2,0,2
YES,0.805721,31,0,0.95328,3124,9,0,1,0,0
NO,0.074784,61,0,0.018175,2750,7,0,0,0,0
NO,0.703286,29,0,0.166228,1900,2,0,0,0,2
NO,0.070811,58,0,0.217886,12400,7,0,1,0,1
NO,0,45,1,0.459295,5416,16,0,3,0,0
NO,0.123113,45,0,0.696122,2500,8,0,1,0,1
NO,0.638812,32,0,0.890822,5000,14,0,1,0,0
NO,0.021465,59,0,1196,?,6,0,1,0,?
NO,0.019687,58,0,0.071731,9200,9,0,1,0,1
NO,0,34,0,765,?,10,0,0,0,2
NO,0.007047,68,0,0.00125,3200,5,0,0,0,0
NO,0.378781,38,2,5162,?,15,0,1,0,1
NO,0.087796,57,0,52,?,1,0,0,0,0
NO,0,43,0,0.646038,5299,9,0,2,0,2
NO,0.189213,39,0,0.517059,25000,16,0,2,0,2
NO,0.108554,54,3,0.481498,6890,29,0,5,0,0
NO,0.008853,48,0,0.050216,4400,3,0,0,0,4
NO,0.29774,41,1,0.441339,2539,5,0,2,0,0
NO,0.182827,35,0,0.38956,7700,7,0,1,0,0
NO,0.176255,43,1,0.014998,7400,5,0,0,0,0
NO,0.555292,49,0,0.498875,4000,6,0,2,0,1
NO,0.059148,72,0,0.016276,4607,5,0,0,0,0
NO,0.843084,54,0,0.057123,66400,9,0,2,0,1
NO,0.126397,62,1,0.319749,9250,8,0,1,0,0
NO,0.643927,42,0,0.441482,7800,6,0,1,0,3
NO,0.055958,68,0,0.020392,2500,6,0,0,0,0
NO,0.030097,31,0,0.412059,3200,7,0,1,0,0
NO,0.018305,26,0,0.049352,5166,3,0,0,0,0
NO,0.153187,62,0,0.27107,12778,9,0,2,0,2
NO,0.009584,71,0,1692,?,8,0,1,0,0
NO,0.037423,65,0,130,?,12,0,0,0,0
YES,0.657238,43,0,0.542373,5958,5,0,1,0,4
NO,0.508632,43,0,0.21787,8270,7,0,2,0,2
NO,1,24,0,0,?,0,0,0,0,?
NO,0.449444,76,0,0.283572,3000,4,0,0,0,1
NO,0.041744,55,0,0.122018,6916,8,0,0,0,0
NO,0.009829,63,0,0.145783,4101,8,0,1,0,2
NO,0,28,0,0.144616,3166,7,0,0,0,0
NO,0.029355,61,0,80,?,7,0,0,0,0
YES,0.8779,50,0,0.230451,15933,9,0,1,0,5
NO,0,41,0,0.529935,7866,14,0,3,0,0
NO,0.006197,59,0,1397,?,17,0,1,0,0
NO,0.588841,54,1,0.451424,8038,10,0,2,0,2
NO,0.011222,62,0,0.315969,3800,8,0,1,0,0
NO,0.124136,48,0,0.371581,7860,19,0,2,0,3
NO,1,34,0,307,?,2,3,0,0,2
NO,0.038105,53,1,0.280944,5000,15,0,1,0,1
NO,0.009061,50,0,0.004509,4878,2,0,0,0,0
NO,0.011773,52,0,0.28381,12000,12,0,1,0,1
NO,0.204044,54,0,0.269105,8583,12,0,2,0,4
NO,0.829074,39,0,0.397342,5868,10,0,1,0,2
NO,0.128989,57,0,2367,?,5,0,1,0,0
NO,0.291086,63,0,1808,?,11,0,2,0,3
NO,0.086491,63,0,0.005262,4750,6,0,0,0,0
NO,1,31,0,0,0,0,0,0,0,0
NO,0.527324,65,0,0.330377,7666,11,0,1,0,0
NO,0.077556,53,0,0.229489,9372,4,0,1,0,0
NO,1,45,0,0,1700,0,0,0,0,1
NO,0.053207,52,0,1275,1,7,0,1,0,2
NO,0.024152,46,1,0.427232,9708,12,0,2,0,3
NO,0.035173,60,0,0.116876,9462,8,0,1,0,0
NO,0.192929,43,0,947,?,10,0,1,0,0
NO,0.408659,73,0,0.50521,6333,11,0,3,0,0
NO,0.147604,48,0,4210,?,16,0,3,0,?
NO,1,28,1,0.141143,2833,1,1,0,0,0
NO,0.083196,50,0,686,?,4,0,1,0,0
NO,0.932241,58,1,0.954215,3166,10,0,1,0,0
NO,0.316297,31,0,1347,?,14,0,1,0,2
NO,0.098851,50,0,0.223339,6666,7,0,1,0,0
NO,0.092026,46,0,0.076234,12500,8,0,0,0,2
NO,0.023206,47,0,0.189486,14000,10,0,1,0,2
NO,0.011266,55,0,2538,?,10,0,2,0,2
NO,0.483243,51,1,0.793471,4318,19,0,3,0,0
NO,0.104502,65,0,0.723737,11003,17,0,3,0,1
NO,0.49315,50,0,0.290398,4300,6,0,0,0,0
YES,1,39,0,0.000609,21350,0,1,0,0,2
YES,0.928998,49,4,0.406358,8083,9,1,2,0,0
NO,0.407468,34,0,0.148295,8300,12,0,0,0,0
NO,0.135339,52,0,3396,?,6,0,1,0,3
NO,0.042852,66,0,659,?,4,0,1,0,0
NO,0.007294,27,1,0.136312,4408,6,0,0,0,0
NO,0.10044,68,0,0.243407,24000,31,0,3,0,4
NO,0,44,0,2321,?,2,0,1,0,0
NO,0.363701,43,0,0.16914,9500,13,0,0,0,2
NO,0.079452,63,2,0.201199,1500,10,0,0,0,1
NO,0.962006,36,1,0.477631,4000,8,0,1,0,0
NO,0.107323,31,0,0.274106,6792,9,0,2,0,1
NO,0.38086,32,0,0.277146,2550,5,0,0,0,0
NO,0.054758,37,0,0.071367,5800,4,0,0,0,1
NO,1,45,0,0.011126,6650,1,0,0,0,1
NO,0.193859,67,2,0.596839,6200,7,0,2,0,0
NO,0.441978,61,0,0.598333,10555,11,0,4,0,0
NO,0.008982,64,0,0.042922,3750,3,0,1,0,1
NO,0.877664,40,0,0.358502,6833,7,0,2,0,2
NO,0.006415,31,0,1998,?,16,0,1,0,0
NO,0.002541,78,0,989,?,7,0,1,0,?
NO,0.017094,36,0,0.284672,10000,8,0,2,0,2
NO,0.067492,53,0,0.062701,12758,6,0,0,0,1
NO,0.070809,81,0,0.405259,10000,14,0,3,0,1
NO,0.836445,30,0,0.31856,3000,7,0,0,0,1
NO,0.094497,58,0,0.182429,8775,2,0,1,0,0
NO,0.186236,80,0,0.245712,6470,6,0,2,0,0
NO,0.037544,84,0,973,?,8,0,1,0,0
NO,0.92994,33,0,0.165767,5000,13,0,0,0,2
NO,0.042942,44,0,0.061038,9403,8,0,0,0,1
NO,1,41,0,0.003762,4784,0,1,0,0,2
NO,0.021535,44,0,0.603561,3200,6,0,2,0,2
NO,0.025349,55,0,2189,?,20,0,2,0,3
NO,0.304927,25,0,0.091515,3900,5,0,0,0,0
YES,0.833021,56,0,0.648426,39672,18,0,8,0,0
NO,0.010553,65,0,0.549725,2000,19,0,1,0,0
YES,0.942868,44,1,0.459622,6500,16,0,1,0,3
NO,0.024549,76,0,33,?,5,0,0,0,0
NO,0.014465,63,1,2519,?,14,0,1,0,?
NO,0.071482,83,1,777,?,16,0,1,0,0
YES,1,54,98,0,?,0,98,0,98,0
NO,0.157873,44,0,0.592199,2255,9,0,2,0,2
NO,0.048655,45,0,0.090182,10500,6,0,1,0,3
NO,1,32,0,0,1400,0,0,0,0,1
NO,0.037313,48,0,1814,?,7,0,1,0,0
NO,0.284077,27,0,0.017903,4300,2,0,0,0,0
NO,0.086772,31,1,0.258609,4500,6,0,1,0,0
NO,0,53,0,1301,?,4,0,2,0,0
NO,0.157327,43,0,0.007284,2333,2,0,0,0,1
YES,0.247898,54,0,185,?,6,2,0,1,0
NO,0.46895,43,0,0.627593,4000,7,0,2,0,1
YES,0.967074,54,0,709,?,5,2,0,0,0
NO,0.004056,66,0,0.330445,6578,9,1,3,0,0
NO,0.358009,51,0,0.429658,6965,10,0,1,0,3
NO,0.775741,38,2,0.06443,4500,5,0,0,0,0
NO,0.00278,61,0,0.241333,6749,17,0,2,0,0
NO,0.228633,62,0,0.595234,6000,4,0,2,0,0
NO,0.07146,55,0,0.009221,9000,3,0,0,0,0
NO,0.546419,70,0,0.503272,4583,9,0,2,0,1
NO,0.26944,73,0,0.379829,4322,15,0,0,0,1
YES,1.331797,41,3,1099,?,7,0,0,1,0
NO,0.716152,44,1,0.545769,11000,11,0,2,0,1
NO,0.07962,61,0,1327,?,16,0,1,0,0
NO,0.696163,42,3,0.241708,2200,4,0,0,0,2
NO,0.187973,50,0,0.033912,57000,9,0,2,0,3
NO,0.031446,34,0,0.069733,4760,5,0,0,0,0
NO,0.090318,41,1,0.212307,7182,15,0,2,0,0
NO,0.342305,58,2,0.447777,5600,16,0,2,0,1
NO,0.261498,31,0,0.626271,5800,14,0,1,0,0
NO,0.010065,63,0,0.225619,15800,11,0,2,1,1
NO,0.053783,67,0,0.467452,4500,10,0,3,0,1
NO,0.248268,52,0,0.832757,2600,6,0,1,0,2
NO,0.06199,79,0,0.288562,5166,9,0,1,0,0
YES,0,33,1,0.130345,3390,2,0,0,1,0
NO,0.578871,38,0,0.170266,8750,7,0,0,0,2
NO,0,69,0,0.1992,9000,5,0,1,0,0
NO,0.063516,47,0,0.050573,11250,7,0,1,0,2
NO,0.444202,53,0,0.320835,2826,7,0,0,0,1
NO,0.940225,36,3,0.40535,16000,20,0,8,0,1
NO,0.73132,55,0,0.64038,3258,8,0,1,0,0
NO,0,57,0,0,8500,3,0,0,0,3
NO,0,26,0,405,?,7,0,0,0,0
NO,0,37,1,769,?,18,1,0,0,0
NO,1,84,0,0,?,1,0,0,0,0
NO,0.013498,24,0,0.63581,820,5,0,0,0,0
NO,0.0969,45,0,0.464871,16666,15,0,4,0,3
NO,0.392709,50,0,0.208983,5966,5,0,0,0,0
NO,0,41,2,0.283318,10016,5,0,2,0,2
NO,0.698236,33,0,0.554289,5000,15,0,2,0,1
